text,intent
"Gần đây, Đau khi ngồi lâu tăng dần 2 tuần gần đây. Cảm giác cộm vướng dai dẳng về đêm. Sưng quanh hậu môn dai dẳng khi gắng sức. Dịch nhầy quanh hậu môn tăng dần vài ngày nay. Ngứa quanh hậu môn 1 tuần nay.",Trĩ
Sưng nhức khớp gối nhiều về đêm. Sưng khớp nhiều 1 tuần nay.,Đau lưng và viêm khớp
Nhiễm trùng da tái phát vài ngày nay. Khát nước liên tục. Hơi thở mùi trái cây về đêm.,Tiểu đường
"Gần đây, Hoa mắt chóng mặt tăng dần về đêm. Mệt mỏi nhẹ.",Suy thận
"Gần đây, Buồn nôn từng cơn khi nghỉ. Tiểu đêm nhiều dai dẳng 2 tuần gần đây.",Suy thận
"Thỉnh thoảng, Chuột rút nhiều gần đây. Nhìn mờ nhiều 1 tuần nay. Khát nước liên tục tăng dần về đêm. Nhiễm trùng da tái phát từng cơn 2 tuần gần đây.",Tiểu đường
"Khoảng vài hôm, Nhiễm trùng da tái phát dai dẳng khi nghỉ. Ngứa da nhiều. Đi tiểu nhiều lần nhiều vài ngày nay. Khô miệng dai dẳng 2 tuần gần đây.",Tiểu đường
Chuột rút cơ nhiều 2 tuần gần đây. Phù mắt cá từng cơn vài ngày nay. Da khô và ngứa dai dẳng gần đây.,Suy thận
"Gần đây, Tiểu gấp vài ngày nay. Sốt dai dẳng. Nước tiểu đục nhiều gần đây. Buồn nôn tăng dần gần đây.",Sỏi thận
Sưng đau khớp gối từng cơn 1 tuần nay. Hạn chế vận động nhẹ 2 tuần gần đây.,Đau lưng và viêm khớp
"Hiện tại, Khát nước liên tục nhiều về đêm. Cảm giác kiến bò ở bàn chân từng cơn vài ngày nay.",Tiểu đường
"Khoảng 1 tuần nay, Đổ mồ hôi về đêm. Hắt hơi từng cơn vài ngày nay. Ho khan vài ngày nay. Sốt từng cơn khi gắng sức. Ho tăng dần 1 tuần nay.",Cảm cúm hoặc cảm lạnh
Ho có đờm tăng dần khi nghỉ. Khò khè tăng dần. Ho khan dai dẳng 1 tuần nay. Đau cơ dai dẳng 1 tuần nay.,Cảm cúm hoặc cảm lạnh
Đau khi ngồi lâu dai dẳng. Ngứa quanh hậu môn về đêm. Sa búi trĩ từng cơn gần đây.,Trĩ
"Thỉnh thoảng, Mụn nước phồng rộp tăng dần khi gắng sức. Da rỉ dịch từng cơn gần đây.",Viêm da tiếp xúc
Ngứa quanh hậu môn nhiều khi gắng sức. Sa búi trĩ nhẹ 2 tuần gần đây. Cảm giác cộm vướng. Đau rát hậu môn 1 tuần nay. Dịch nhầy quanh hậu môn dai dẳng về đêm.,Trĩ
Da rỉ dịch nhẹ vài ngày nay. Mụn nước phồng rộp dai dẳng vài ngày nay. Ban đỏ giới hạn vùng tiếp xúc nhiều khi gắng sức. Cảm giác châm chích nhiều 1 tuần nay.,Viêm da tiếp xúc
Ớn lạnh dai dẳng 2 tuần gần đây. Đau lan xuống háng khi gắng sức.,Sỏi thận
Tăng huyết áp khó kiểm soát dai dẳng vài ngày nay. Chán ăn nhẹ khi gắng sức. Da khô và ngứa tăng dần về đêm.,Suy thận
Ban đỏ giới hạn vùng tiếp xúc từng cơn 2 tuần gần đây. Da rỉ dịch vài ngày nay. Da dày lên theo mảng tăng dần vài ngày nay. Vảy da tăng dần khi gắng sức.,Viêm da tiếp xúc
"Khoảng 1 tháng, Hồi hộp đánh trống ngực tăng dần. Mệt mỏi bất thường tăng dần về đêm. Ngất dai dẳng khi gắng sức. Đau lan cánh tay trái dai dẳng 1 tuần nay.",Tim mạch
Ngất nhẹ 1 tuần nay. Đau lan cánh tay trái từng cơn 2 tuần gần đây.,Tim mạch
Ngứa dữ dội nhiều về đêm. Da dày lên theo mảng nhiều về đêm. Da rỉ dịch từng cơn về đêm.,Viêm da tiếp xúc
"Khoảng 1 tuần nay, Lòng bàn tay đỏ từng cơn. Ngứa da khi nghỉ. Chảy máu cam khi nghỉ. Buồn nôn nhẹ khi nghỉ. Nước tiểu sẫm màu vài ngày nay.",Xơ gan hoặc gan có vấn đề
"Gần đây, Căng tức khi đi tiểu tăng dần khi gắng sức. Tăng huyết áp khó kiểm soát nhiều. Buồn nôn tăng dần vài ngày nay.",Suy thận
Mệt mỏi bất thường nhẹ khi nghỉ. Đau tức ngực nhiều. Hồi hộp đánh trống ngực tăng dần khi gắng sức.,Tim mạch
Nóng đỏ khớp từng cơn khi nghỉ. Sưng nhức khớp gối dai dẳng khi nghỉ. Sưng khớp gần đây. Tê bì chân nhẹ 1 tuần nay. Cứng khớp buổi sáng 1 tuần nay.,Đau lưng và viêm khớp
"Hiện tại, Đau khi ngồi lâu dai dẳng khi nghỉ. Sưng quanh hậu môn dai dẳng về đêm. Cảm giác cộm vướng nhiều về đêm. Ngứa quanh hậu môn tăng dần vài ngày nay.",Trĩ
Đi tiểu nhiều lần về đêm. Vết thương lâu lành khi gắng sức.,Tiểu đường
Nhức mỏi toàn thân tăng dần 2 tuần gần đây. Viêm họng từng cơn. Mệt mỏi tăng dần gần đây. Ho có đờm nhiều 1 tuần nay.,Cảm cúm hoặc cảm lạnh
Sổ mũi nhẹ 1 tuần nay. Đổ mồ hôi nhẹ vài ngày nay. Ho khan từng cơn. Viêm họng nhiều 2 tuần gần đây. Đau họng nhẹ gần đây.,Cảm cúm hoặc cảm lạnh
Khó thở dai dẳng vài ngày nay. Ho khan dai dẳng nhiều vài ngày nay. Mệt mỏi bất thường nhẹ vài ngày nay. Tim đập nhanh dai dẳng khi nghỉ.,Tim mạch
Phù mắt cá tăng dần về đêm. Tiểu đêm nhiều vài ngày nay. Rối loạn giấc ngủ nhẹ gần đây.,Suy thận
Cứng khớp buổi sáng nhiều về đêm. Sưng khớp từng cơn khi gắng sức. Đau tăng khi ngồi lâu từng cơn về đêm.,Đau lưng và viêm khớp
Sốt dai dẳng về đêm. Sốt cao nhiều 1 tuần nay. Sổ mũi dai dẳng 1 tuần nay. Nhức mỏi toàn thân nhiều vài ngày nay.,Cảm cúm hoặc cảm lạnh
"Khoảng 1 tháng, Đau lưng dữ dội nhẹ. Tê bì chân dai dẳng khi gắng sức. Sưng đau khớp cổ tay nhẹ 1 tuần nay.",Đau lưng và viêm khớp
"Khoảng 1 tháng, Dịch nhầy quanh hậu môn dai dẳng vài ngày nay. Sưng quanh hậu môn khi nghỉ. Đau khi ngồi lâu dai dẳng 2 tuần gần đây. Chảy máu khi đi tiêu nhẹ khi gắng sức.",Trĩ
"Thỉnh thoảng, Bụng to do cổ trướng dai dẳng 1 tuần nay. Rối loạn giấc ngủ nhiều gần đây. Chảy máu cam từng cơn vài ngày nay. Vàng da vàng mắt từng cơn khi gắng sức. Phân bạc màu dai dẳng về đêm.",Xơ gan hoặc gan có vấn đề
Khát về đêm từng cơn. Ngứa da dai dẳng.,Tiểu đường
"Gần đây, Khát nước liên tục dai dẳng về đêm. Khát về đêm nhẹ 1 tuần nay. Cảm giác kiến bò ở bàn chân từng cơn khi gắng sức. Giảm cân không chủ ý tăng dần gần đây. Chuột rút từng cơn gần đây.",Tiểu đường
Đau rát hậu môn nhiều khi gắng sức. Ngứa quanh hậu môn dai dẳng về đêm. Sa búi trĩ nhiều 2 tuần gần đây.,Trĩ
Rối loạn giấc ngủ tăng dần 2 tuần gần đây. Mệt mỏi nhiều. Nước tiểu có bọt nhẹ khi gắng sức.,Suy thận
Ngứa dữ dội dai dẳng khi nghỉ. Rát bỏng da nhẹ. Ban đỏ giới hạn vùng tiếp xúc nhiều khi nghỉ.,Viêm da tiếp xúc
"Hiện tại, Cứng lưng buổi sáng dai dẳng khi gắng sức. Yếu chân nhẹ 2 tuần gần đây.",Đau lưng và viêm khớp
Chóng mặt tăng dần vài ngày nay. Ho khan dai dẳng tăng dần 1 tuần nay. Hồi hộp đánh trống ngực tăng dần 2 tuần gần đây. Tim đập nhanh tăng dần gần đây.,Tim mạch
Lòng bàn tay đỏ dai dẳng gần đây. Bụng to do cổ trướng dai dẳng. Ngứa da dai dẳng khi nghỉ. Đau tức hạ sườn phải từng cơn về đêm. Rối loạn giấc ngủ từng cơn.,Xơ gan hoặc gan có vấn đề
Tiểu đêm nhiều 2 tuần gần đây. Phù mắt cá 1 tuần nay. Rối loạn giấc ngủ từng cơn 1 tuần nay. Ngứa dai dẳng nhẹ. Hoa mắt chóng mặt từng cơn 1 tuần nay.,Suy thận
Sưng quanh hậu môn nhẹ 1 tuần nay. Sa búi trĩ nhiều gần đây.,Trĩ
"Gần đây, Nặng ngực nhiều khi nghỉ. Chóng mặt từng cơn khi nghỉ. Ho khan dai dẳng từng cơn 1 tuần nay. Đau lan hàm hoặc cổ từng cơn.",Tim mạch
Đau đầu từng cơn. Mệt mỏi từng cơn 2 tuần gần đây. Chảy nước mũi từng cơn. Viêm họng tăng dần khi gắng sức. Ớn lạnh nhiều gần đây.,Cảm cúm hoặc cảm lạnh
Sao mạch trên da tăng dần khi gắng sức. Chảy máu cam nhiều khi gắng sức. Mệt mỏi tăng dần.,Xơ gan hoặc gan có vấn đề
Mệt mỏi 2 tuần gần đây. Chán ăn nhẹ về đêm.,Xơ gan hoặc gan có vấn đề
Tiểu buốt 2 tuần gần đây. Buồn nôn 2 tuần gần đây.,Sỏi thận
"Thỉnh thoảng, Đau rát hậu môn nhẹ khi gắng sức. Sa búi trĩ từng cơn.",Trĩ
"Hiện tại, Vã mồ hôi lạnh nhiều khi gắng sức. Đau tức ngực nhẹ 2 tuần gần đây. Hồi hộp đánh trống ngực dai dẳng 1 tuần nay. Ho khan dai dẳng nhiều khi gắng sức. Mệt mỏi bất thường tăng dần gần đây.",Tim mạch
Đau lan xuống mông hoặc chân gần đây. Sưng đau khớp gối dai dẳng khi gắng sức.,Đau lưng và viêm khớp
Sốt nhẹ nhiều vài ngày nay. Chảy nước mũi gần đây. Đau cơ nhiều gần đây.,Cảm cúm hoặc cảm lạnh
Đau lan xuống mông hoặc chân dai dẳng gần đây. Nóng đỏ khớp về đêm.,Đau lưng và viêm khớp
Ngất từng cơn vài ngày nay. Mệt mỏi bất thường khi gắng sức. Khò khè khi nằm tăng dần khi nghỉ. Hồi hộp đánh trống ngực nhẹ 2 tuần gần đây. Ho khan dai dẳng nhẹ 1 tuần nay.,Tim mạch
Nghẹt mũi nhẹ. Sốt tăng dần 2 tuần gần đây. Sổ mũi tăng dần gần đây. Ho khan nhiều khi nghỉ.,Cảm cúm hoặc cảm lạnh
"Khoảng 3 ngày nay, Tim đập nhanh dai dẳng về đêm. Mệt mỏi bất thường tăng dần 2 tuần gần đây.",Tim mạch
Ho khan 1 tuần nay. Chảy nước mũi vài ngày nay.,Cảm cúm hoặc cảm lạnh
"Gần đây, Tiểu buốt nhẹ 2 tuần gần đây. Buồn nôn nhẹ 1 tuần nay.",Sỏi thận
Nôn tăng dần khi nghỉ. Phù mắt cá tăng dần 1 tuần nay.,Suy thận
Da nứt nẻ dai dẳng gần đây. Mụn nước phồng rộp tăng dần vài ngày nay.,Viêm da tiếp xúc
Đau tức ngực từng cơn khi nghỉ. Mệt mỏi bất thường nhiều khi nghỉ. Khó thở nhiều. Vã mồ hôi lạnh từng cơn. Nặng ngực tăng dần 1 tuần nay.,Tim mạch
"Thỉnh thoảng, Đau tăng khi ngồi lâu tăng dần khi nghỉ. Yếu chân dai dẳng. Sưng đau khớp cổ tay nhiều về đêm. Đau tăng khi vận động khớp tăng dần.",Đau lưng và viêm khớp
Mệt mỏi nhiều gần đây. Bụng to do cổ trướng từng cơn. Chán ăn từng cơn về đêm. Phân bạc màu dai dẳng vài ngày nay.,Xơ gan hoặc gan có vấn đề
Tiểu ra máu tăng dần. Đau lan xuống háng dai dẳng khi gắng sức.,Sỏi thận
Rối loạn giấc ngủ 2 tuần gần đây. Nước tiểu sẫm màu tăng dần. Phân bạc màu dai dẳng khi nghỉ.,Xơ gan hoặc gan có vấn đề
Đau tức hạ sườn phải tăng dần vài ngày nay. Mệt mỏi từng cơn gần đây.,Xơ gan hoặc gan có vấn đề
"Thỉnh thoảng, Ngứa quanh hậu môn từng cơn về đêm. Chảy máu khi đi tiêu tăng dần khi nghỉ. Sưng quanh hậu môn 1 tuần nay. Dịch nhầy quanh hậu môn từng cơn 1 tuần nay. Sa búi trĩ khi nghỉ.",Trĩ
Cảm giác kiến bò ở bàn chân dai dẳng vài ngày nay. Giảm cân không chủ ý.,Tiểu đường
"Thỉnh thoảng, Cứng lưng buổi sáng nhiều vài ngày nay. Đau lưng dữ dội vài ngày nay. Yếu chân từng cơn. Đau tăng khi ngồi lâu từng cơn vài ngày nay. Đau tăng khi vận động khớp dai dẳng khi gắng sức.",Đau lưng và viêm khớp
Khát về đêm tăng dần về đêm. Tê bì tay chân tăng dần gần đây. Hơi thở mùi trái cây nhẹ 2 tuần gần đây. Cảm giác kiến bò ở bàn chân nhiều khi gắng sức.,Tiểu đường
Rát bỏng da từng cơn. Da sưng nề dai dẳng về đêm. Cảm giác châm chích tăng dần khi gắng sức.,Viêm da tiếp xúc
Ho khan dai dẳng nhiều về đêm. Khó thở nhiều khi gắng sức. Tim đập nhanh nhiều 1 tuần nay.,Tim mạch
"Khoảng 2 tuần, Ớn lạnh từng cơn gần đây. Đau tăng từng cơn tăng dần vài ngày nay.",Sỏi thận
"Gần đây, Sổ mũi nhẹ vài ngày nay. Đau họng nhẹ vài ngày nay. Ho khi nghỉ. Viêm họng nhiều vài ngày nay.",Cảm cúm hoặc cảm lạnh
Mụn nước phồng rộp nhiều vài ngày nay. Ban đỏ giới hạn vùng tiếp xúc khi gắng sức.,Viêm da tiếp xúc
Da sưng nề nhẹ 1 tuần nay. Ngứa dữ dội nhẹ khi nghỉ. Cảm giác châm chích tăng dần khi nghỉ. Da dày lên theo mảng từng cơn khi gắng sức.,Viêm da tiếp xúc
Ngứa dữ dội từng cơn khi gắng sức. Da dày lên theo mảng nhiều 1 tuần nay.,Viêm da tiếp xúc
Vảy da tăng dần gần đây. Mụn nước phồng rộp nhẹ vài ngày nay. Da dày lên theo mảng tăng dần vài ngày nay. Ban đỏ giới hạn vùng tiếp xúc từng cơn gần đây.,Viêm da tiếp xúc
Khò khè nhẹ khi gắng sức. Chảy nước mũi tăng dần khi nghỉ. Đau họng 1 tuần nay. Sốt nhẹ nhiều 2 tuần gần đây.,Cảm cúm hoặc cảm lạnh
Cứng khớp buổi sáng nhẹ 1 tuần nay. Đau tăng khi nâng vật nặng dai dẳng 1 tuần nay. Đau lưng âm ỉ dai dẳng về đêm. Cứng lưng buổi sáng gần đây. Giảm khi nghỉ ngơi tăng dần 1 tuần nay.,Đau lưng và viêm khớp
Hơi thở mùi trái cây vài ngày nay. Đi tiểu nhiều lần từng cơn 2 tuần gần đây. Đói và mệt mỏi khi gắng sức. Vết thương lâu lành nhiều khi gắng sức. Chuột rút tăng dần vài ngày nay.,Tiểu đường
"Khoảng 2 tuần, Hơi thở có mùi hôi tăng dần khi gắng sức. Buồn nôn dai dẳng. Nước tiểu sẫm màu khi gắng sức.",Suy thận
Đau khi ngồi lâu nhiều vài ngày nay. Ngứa quanh hậu môn nhiều vài ngày nay. Sa búi trĩ nhẹ gần đây.,Trĩ
Buồn nôn vài ngày nay. Đau quặn hông lưng về đêm. Tiểu buốt tăng dần về đêm.,Sỏi thận
Khô miệng dai dẳng 2 tuần gần đây. Giảm cân không chủ ý gần đây.,Tiểu đường
"Thỉnh thoảng, Đau lưng âm ỉ nhẹ khi nghỉ. Lạo xạo khi cử động khớp nhiều. Đau tăng khi ngồi lâu nhẹ khi nghỉ.",Đau lưng và viêm khớp
"Khoảng vài hôm, Đau khi ngồi lâu từng cơn vài ngày nay. Chảy máu khi đi tiêu khi nghỉ.",Trĩ
Mệt mỏi nhiều 2 tuần gần đây. Nôn từng cơn 1 tuần nay. Buồn nôn nhẹ vài ngày nay. Phù mắt cá gần đây. Đau ngực tăng dần về đêm.,Suy thận
Đau khi ngồi lâu nhiều vài ngày nay. Ngứa quanh hậu môn gần đây.,Trĩ
Khát về đêm dai dẳng 2 tuần gần đây. Nhiễm trùng da tái phát nhẹ 2 tuần gần đây.,Tiểu đường
Nghẹt mũi tăng dần về đêm. Ho tăng dần 1 tuần nay. Ho khan nhiều khi nghỉ.,Cảm cúm hoặc cảm lạnh
Phù chân dai dẳng vài ngày nay. Ngứa da. Nước tiểu sẫm màu nhiều vài ngày nay. Lòng bàn tay đỏ nhẹ khi gắng sức. Sao mạch trên da nhiều 2 tuần gần đây.,Xơ gan hoặc gan có vấn đề
Tiểu ít tăng dần. Buồn nôn từng cơn khi nghỉ. Phù mắt cá nhiều 2 tuần gần đây. Đau ngực từng cơn về đêm. Hơi thở có mùi hôi nhẹ 2 tuần gần đây.,Suy thận
Mệt mỏi nhiều vài ngày nay. Rối loạn giấc ngủ tăng dần khi nghỉ. Lòng bàn tay đỏ nhiều khi gắng sức. Bầm tím dễ dàng dai dẳng khi gắng sức. Nước tiểu sẫm màu khi gắng sức.,Xơ gan hoặc gan có vấn đề
Sưng đau khớp gối nhiều khi gắng sức. Đau lưng dữ dội nhẹ gần đây. Đau tăng khi nâng vật nặng dai dẳng 2 tuần gần đây. Đau tăng khi ngồi lâu dai dẳng 1 tuần nay. Tê bì chân tăng dần 2 tuần gần đây.,Đau lưng và viêm khớp
"Gần đây, Tiểu đêm nhiều nhiều về đêm. Đau ngực gần đây. Phù mắt cá nhiều vài ngày nay. Buồn nôn tăng dần khi nghỉ.",Suy thận
Vảy da nhẹ khi gắng sức. Da nứt nẻ vài ngày nay. Da rỉ dịch nhẹ vài ngày nay. Ngứa dữ dội nhẹ 1 tuần nay.,Viêm da tiếp xúc
Khò khè dai dẳng khi gắng sức. Đau đầu dai dẳng khi nghỉ. Hắt hơi từng cơn.,Cảm cúm hoặc cảm lạnh
"Khoảng vài hôm, Ngứa da từng cơn khi nghỉ. Lòng bàn tay đỏ dai dẳng 2 tuần gần đây.",Xơ gan hoặc gan có vấn đề
"Gần đây, Cảm giác cộm vướng dai dẳng. Đau rát hậu môn tăng dần khi gắng sức. Ngứa quanh hậu môn nhẹ gần đây.",Trĩ
Rối loạn giấc ngủ nhẹ 1 tuần nay. Phù mắt cá nhẹ khi nghỉ. Buồn nôn.,Suy thận
Phù chân nhẹ 1 tuần nay. Rối loạn giấc ngủ nhiều khi gắng sức. Bầm tím dễ dàng từng cơn 2 tuần gần đây. Lòng bàn tay đỏ nhiều về đêm. Sao mạch trên da khi gắng sức.,Xơ gan hoặc gan có vấn đề
Đau tăng khi ngồi lâu dai dẳng về đêm. Cứng lưng buổi sáng vài ngày nay. Đau tăng khi vận động khớp về đêm.,Đau lưng và viêm khớp
Nước tiểu có bọt. Ớn lạnh nhẹ gần đây. Da khô và ngứa từng cơn khi gắng sức.,Suy thận
Chảy máu khi đi tiêu tăng dần 1 tuần nay. Đau khi ngồi lâu từng cơn khi gắng sức.,Trĩ
Sốt cao nhiều. Đổ mồ hôi từng cơn về đêm. Sốt nhiều 2 tuần gần đây.,Cảm cúm hoặc cảm lạnh
Ho từng cơn gần đây. Sổ mũi từng cơn về đêm. Sốt cao dai dẳng khi gắng sức. Chảy nước mũi từng cơn gần đây.,Cảm cúm hoặc cảm lạnh
